id,fold,sample,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0
1,2,1|bld,5.800000000000001,0.362190934,SUV,2,F,B,1,hybrid,161,73.0,black,M,0,weekday,12pm - 6pm,6,646.516468959908,0.0,1,1,2023.198184
11158,4,2|val,5.050000000000001,0.943043572,STNWG,3,M,A,5,hybrid,187,87.0,silver,M,1,weekday,12pm - 6pm,12,643.9333762760082,1.0,0,0,0.0
11159,3,1|bld,6.09,0.250264436,SEDAN,2,M,A,2,petrol,73,79.0,white,M,1,weekday,12pm - 6pm,6,654.3645470828197,0.0,0,0,0.0
11160,2,1|bld,6.5200000000000005,0.910723451,SEDAN,3,M,C,3,petrol,77,67.0,blue,M,1,weekday,12pm - 6pm,12,645.3084533425017,1.0,0,0,0.0
11161,3,1|bld,4.58,0.499663474,SUV,2,M,A,5,petrol,136,70.0,black,S,1,weekday,6am - 12pm,6,644.8637925870695,1.0,0,0,0.0
11162,3,1|bld,5.86,0.359225632,SEDAN,1,M,A,1,petrol,118,77.0,black,M,0,weekday,6am - 12pm,12,647.741371015953,0.0,0,0,0.0
11163,2,1|bld,4.140000000000001,0.011153689,SUV,1,M,D,4,petrol,163,104.0,gray,S,1,weekday,12pm - 6pm,12,651.2065320759717,0.0,0,0,0.0
11164,4,2|val,6.53,0.528544432,SEDAN,2,M,C,4,petrol,158,66.0,gray,M,1,weekday,12pm - 6pm,12,638.6094752470528,0.0,0,0,0.0
11165,2,1|bld,6.09,0.553213021,STNWG,4,M,A,3,petrol,117,88.0,blue,M,1,weekday,12am - 6 am,12,646.9055227964687,0.0,0,0,0.0
11166,4,2|val,5.37,0.804521523,STNWG,3,M,A,4,dissel,186,82.0,gray,M,1,weekday,12pm - 6pm,12,639.9038851444597,0.0,0,0,0.0
11167,3,1|bld,6.800000000000001,0.3510349515,SEDAN,3,M,B,4,electric,123,73.0,black,M,0,weekday,12pm - 6pm,6,642.5759456302834,0.0,0,0,0.0
11168,4,2|val,5.8500000000000005,0.07092869,SEDAN,2,M,A,6,petrol,75,55.0,white,M,0,weekday,6am - 12pm,6,650.743542481341,0.0,0,0,0.0
11169,1,1|bld,6.180000000000001,0.222670954,TRUCK,3,F,D,4,dissel,239,56.0,white,M,0,weekday,6pm - 12am,6,647.2994313250152,0.0,0,0,0.0
11170,2,1|bld,7.11,0.3136981875,STNWG,4,M,B,6,petrol,127,56.0,gray,M,0,weekday,12pm - 6pm,6,658.8005256827589,0.0,0,0,0.0
11171,1,1|bld,6.680000000000001,0.637896152,SEDAN,3,M,B,6,petrol,146,73.0,white,M,0,weekend,6pm - 12am,12,648.6497919508386,0.0,0,0,0.0
11172,2,1|bld,5.67,0.479899198,SUV,1,M,D,2,petrol,208,94.0,black,S,1,weekday,12pm - 6pm,12,644.1645625107752,0.0,0,0,0.0
11173,1,1|bld,5.94,0.040378631,PANVN,3,F,B,3,dissel,71,74.0,gray,S,1,weekday,6pm - 12am,12,646.1485446061303,0.0,0,0,0.0
11174,4,2|val,6.800000000000001,0.174241743,SEDAN,4,F,C,3,petrol,78,70.0,gray,S,1,weekday,12pm - 6pm,6,640.7333467411576,0.0,0,0,0.0
11175,4,2|val,6.21,0.034176963,STNWG,4,F,C,1,dissel,141,55.0,red,S,0,weekend,12pm - 6pm,6,665.020001570271,0.0,0,0,0.0
11176,2,1|bld,6.98,0.171967491,SUV,4,F,C,4,petrol,186,64.0,gray,S,0,weekday,6pm - 12am,12,641.9367991667693,0.0,0,0,0.0
11177,2,1|bld,6.03,0.2722508525,SEDAN,3,M,C,4,petrol,102,94.0,green,M,0,weekend,6am - 12pm,6,644.8989215534497,0.0,0,0,0.0
11178,3,1|bld,6.46,0.288165487,MIBUS,4,M,C,3,petrol,195,55.0,black,M,0,weekday,12pm - 6pm,12,674.772444739221,0.0,0,0,0.0
11179,4,2|val,7.11,0.881315218,SUV,4,M,A,4,petrol,174,93.0,black,M,1,weekday,12am - 6 am,12,631.5430046348962,0.0,0,0,0.0
11180,2,1|bld,6.21,0.876210151,STNWG,4,F,C,3,dissel,117,55.0,black,S,0,weekday,6pm - 12am,12,649.8066653182298,1.0,0,0,0.0
11181,2,1|bld,6.0200000000000005,0.0788312445,SEDAN,2,F,B,3,petrol,122,57.0,black,M,0,weekday,12am - 6 am,6,648.1227868355868,0.0,0,0,0.0
11182,2,1|bld,5.86,0.021764915,SUV,2,M,A,5,petrol,209,103.0,gray,S,0,weekday,6am - 12pm,12,642.1787474102455,0.0,0,0,0.0
11183,4,2|val,2.8900000000000006,0.109133689,UTE,1,M,D,4,petrol,216,56.0,blue,S,1,weekday,6pm - 12am,12,649.5683973035705,0.0,0,0,0.0
11184,3,1|bld,5.86,0.33206432,HDTOP,3,F,C,4,petrol,277,72.0,red,S,1,weekday,6am - 12pm,6,639.1983102610056,0.0,0,0,0.0
11185,2,1|bld,6.15,0.337956399,SEDAN,2,F,B,1,petrol,79,89.0,gray,S,1,weekday,6am - 12pm,12,648.9559358407657,0.0,0,0,0.0
11186,1,1|bld,5.96,0.942265279,UTE,3,F,B,2,petrol,213,60.0,black,M,0,weekday,6am - 12pm,12,649.8214378095346,1.0,0,0,0.0
11187,3,1|bld,5.8100000000000005,0.16675211,UTE,4,F,A,6,petrol,243,99.0,white,S,0,weekday,12pm - 6pm,12,654.7664692713213,0.0,0,0,0.0
11188,2,1|bld,5.67,0.260584347,HDTOP,3,M,A,4,petrol,232,74.0,green,M,0,weekday,12pm - 6pm,6,637.2883900633226,0.0,0,0,0.0
11189,1,1|bld,6.050000000000001,0.179677109,SEDAN,1,M,A,1,petrol,97,68.0,white,S,1,weekday,6pm - 12am,12,646.4960820771253,0.0,0,0,0.0
11190,4,2|val,6.220000000000001,0.058365842,SUV,3,M,C,2,petrol,170,64.0,black,M,0,weekday,12pm - 6pm,12,663.4551508602074,0.0,0,0,0.0
11191,3,1|bld,5.050000000000001,0.288093406,MIBUS,4,M,F,3,petrol,242,78.0,black,S,0,weekend,6am - 12pm,12,646.9574845719001,0.0,0,0,0.0
11192,1,1|bld,6.42,0.456130075,SUV,3,M,C,4,petrol,100,90.0,brown,S,1,weekday,6am - 12pm,12,640.8015817410947,0.0,0,0,0.0
11193,2,1|bld,3.3500000000000005,0.490155065,STNWG,2,M,E,4,petrol,176,58.0,gray,M,1,weekday,12pm - 6pm,12,689.84395988645,0.0,0,0,0.0
11194,4,2|val,5.94,0.674754557,SUV,2,M,D,3,petrol,118,83.0,blue,M,1,weekday,6am - 12pm,12,650.4917522222663,0.0,0,0,0.0
11195,2,1|bld,6.32,0.499686615,SEDAN,3,M,B,1,dissel,126,60.0,gray,S,1,weekend,6am - 12pm,6,651.432534386686,1.0,0,0,0.0
11196,1,1|bld,5.16,0.10754103,STNWG,1,F,A,2,petrol,103,76.0,silver,M,0,weekday,6am - 12pm,6,648.1839616615465,0.0,0,0,0.0
11197,2,1|bld,6.46,0.0111841755,SUV,3,M,C,4,petrol,194,79.0,blue,S,0,weekday,12pm - 6pm,6,651.6765662684722,0.0,0,0,0.0
11198,4,2|val,7.09,0.845362592,SUV,4,M,D,2,petrol,103,75.0,red,S,1,weekday,6am - 12pm,12,636.6008118481552,0.0,0,0,0.0
11199,1,1|bld,4.94,0.0860314595,STNWG,1,M,D,2,petrol,201,92.0,green,S,0,weekend,6pm - 12am,6,641.1741053515933,0.0,0,0,0.0
11200,2,1|bld,5.4,0.220373465,UTE,3,F,E,3,dissel,250,126.0,blue,M,1,weekday,12pm - 6pm,12,647.625257922319,0.0,0,0,0.0
11201,1,1|bld,5.83,0.4158412765,STNWG,4,M,A,2,petrol,198,87.0,black,S,1,weekday,6pm - 12am,6,690.2489610153173,0.0,0,0,0.0
11202,4,2|val,6.24,0.484008417,SEDAN,2,F,C,2,petrol,115,68.0,yellow,S,1,weekday,12pm - 6pm,12,645.2127123687562,0.0,0,0,0.0
11203,4,2|val,6.08,0.134442232,SEDAN,2,M,C,5,petrol,129,86.0,silver,M,0,weekday,6am - 12pm,12,655.460814978056,0.0,0,0,0.0
11204,1,1|bld,5.96,0.2336547505,SEDAN,3,M,D,6,petrol,72,86.0,blue,S,1,weekday,12pm - 6pm,6,642.0385353752705,0.0,0,0,0.0
11205,1,1|bld,6.58,0.410843706,UTE,4,F,C,1,petrol,191,82.0,white,S,0,weekday,6am - 12pm,12,657.4560804538667,0.0,0,0,0.0
11206,1,1|bld,5.19,0.165043614,STNWG,2,M,C,5,petrol,204,73.0,green,M,1,weekday,12pm - 6pm,12,648.8671976361369,0.0,0,0,0.0
11207,3,1|bld,6.5200000000000005,0.262414513,UTE,4,M,C,4,petrol,225,80.0,black,M,0,weekday,12pm - 6pm,12,662.3526066222598,0.0,0,0,0.0
11208,1,1|bld,5.99,0.206988384,STNWG,3,M,A,3,petrol,162,55.0,black,S,0,weekday,6am - 12pm,12,667.3589447897473,0.0,0,0,0.0
11209,3,1|bld,6.58,0.850896949,SEDAN,3,M,B,4,petrol,120,85.0,green,M,0,weekend,12pm - 6pm,12,645.9189413724002,0.0,0,0,0.0
11210,1,1|bld,5.99,0.3344123675,STNWG,4,M,C,3,petrol,127,81.0,black,S,1,weekday,6am - 12pm,6,665.338854191726,0.0,0,0,0.0
11211,2,1|bld,6.57,0.344004166,SUV,4,M,D,4,petrol,102,87.0,gray,M,1,weekday,12pm - 6pm,6,640.6524638089551,0.0,0,0,0.0
11212,1,1|bld,7.01,0.4476412155,SEDAN,4,M,D,2,electric,110,66.0,white,S,0,weekday,12am - 6 am,6,654.9722600451374,1.0,0,0,0.0
11213,2,1|bld,6.140000000000001,0.0292761505,TRUCK,4,F,A,4,dissel,334,85.0,yellow,S,1,weekday,12pm - 6pm,6,641.0742129640555,0.0,0,0,0.0
11214,3,1|bld,6.59,0.479569147,SEDAN,3,M,C,3,petrol,146,86.0,silver,S,0,weekend,12pm - 6pm,12,642.020362655018,0.0,0,0,0.0
11215,3,1|bld,6.54,0.417010695,SUV,3,M,C,6,petrol,199,91.0,white,M,1,weekday,6pm - 12am,12,634.1264083770023,0.0,0,0,0.0
11216,4,2|val,7.17,0.503164596,SEDAN,4,F,B,4,dissel,97,93.0,white,M,1,weekday,6am - 12pm,12,656.1178342580097,0.0,0,0,0.0
11217,1,1|bld,5.57,0.381408681,STNWG,2,M,A,3,petrol,178,79.0,white,M,1,weekday,12pm - 6pm,6,640.6634876889783,0.0,0,0,0.0
11218,1,1|bld,5.300000000000001,0.2438020935,STNWG,4,F,F,4,petrol,174,79.0,gray,S,1,weekday,12pm - 6pm,6,648.8347594370056,0.0,0,0,0.0
11219,4,2|val,7.16,0.204018456,SEDAN,4,M,C,3,petrol,91,58.0,gray,S,1,weekend,12pm - 6pm,12,644.6632090114541,0.0,0,0,0.0
11220,4,2|val,7.25,0.671984557,SUV,4,M,C,3,hybrid,142,90.0,gray,S,0,weekday,12pm - 6pm,12,643.8888437353393,0.0,0,0,0.0
11221,2,1|bld,5.53,0.838185891,HDTOP,3,F,F,5,petrol,207,80.0,brown,M,0,weekday,12pm - 6pm,12,639.3569754405901,0.0,0,0,0.0
11222,4,2|val,6.58,0.272960476,UTE,4,F,C,4,petrol,157,60.0,black,M,0,weekday,6pm - 12am,12,662.7815680226186,0.0,0,0,0.0
11223,3,1|bld,5.12,0.305524656,SUV,1,M,A,4,petrol,161,68.0,gray,M,0,weekday,6am - 12pm,6,651.8080622099384,0.0,0,0,0.0
11224,2,1|bld,6.24,0.1382465845,STNWG,4,F,D,5,petrol,162,55.0,blue,S,1,weekday,12pm - 6pm,6,640.2057300546944,0.0,0,0,0.0
11225,1,1|bld,7.07,0.640172041,SEDAN,4,M,E,3,petrol,109,76.0,black,S,1,weekend,12pm - 6pm,12,647.7598520254234,0.0,0,0,0.0
11226,2,1|bld,6.62,0.47122754,SUV,4,M,A,5,dissel,163,75.0,red,S,1,weekend,6am - 12pm,12,643.6199696623268,0.0,0,0,0.0
11227,1,1|bld,6.01,0.32587547,STNWG,4,F,A,2,hybrid,166,69.0,white,S,0,weekday,12pm - 6pm,6,648.2682590426695,0.0,0,0,0.0
11228,1,1|bld,7.180000000000001,0.166056815,UTE,4,F,C,3,dissel,248,64.0,white,M,0,weekend,6am - 12pm,6,680.0047010190171,0.0,0,0,0.0
11229,2,1|bld,5.36,0.890133326,PANVN,3,F,C,6,petrol,87,74.0,white,S,0,weekend,12pm - 6pm,12,643.1345681886745,1.0,0,0,0.0
11230,4,2|val,6.34,0.3748405415,SEDAN,2,F,D,3,petrol,120,59.0,black,S,0,weekday,6am - 12pm,6,659.7097742523397,0.0,0,0,0.0
11231,1,1|bld,6.5,0.0345894735,SEDAN,4,F,C,6,petrol,105,55.0,green,S,0,weekday,12pm - 6pm,6,643.844844372276,0.0,0,0,0.0
11232,1,1|bld,5.41,0.027385132,SUV,2,M,A,4,petrol,117,90.0,red,M,1,weekday,12pm - 6pm,12,642.6329962597396,0.0,0,0,0.0
11233,3,1|bld,5.59,0.086702685,UTE,3,F,E,3,dissel,166,76.0,black,M,1,weekday,12pm - 6pm,12,652.8386204681253,0.0,0,0,0.0
11234,4,2|val,4.960000000000001,0.4464141695,STNWG,4,M,D,4,petrol,106,62.0,yellow,S,0,weekday,6am - 12pm,6,649.43253777516,0.0,0,0,0.0
11235,1,1|bld,4.880000000000001,0.978938524,STNWG,2,M,D,3,dissel,202,70.0,gray,M,1,weekend,6am - 12pm,12,639.8502348864811,1.0,0,0,0.0
11236,1,1|bld,3.6900000000000004,0.929566407,STNWG,2,F,F,4,dissel,135,58.0,white,M,0,weekday,6am - 12pm,12,654.1088578288318,1.0,0,0,0.0
11237,4,2|val,3.87,0.524193098,STNWG,2,F,C,5,dissel,139,57.0,white,S,1,weekend,6am - 12pm,12,655.5620319770339,0.0,0,0,0.0
11238,3,1|bld,4.640000000000001,0.242997501,STNWG,1,M,B,3,petrol,209,55.0,yellow,M,1,weekday,6pm - 12am,12,664.7134919792062,0.0,0,0,0.0
11239,2,1|bld,6.390000000000001,0.851507105,SEDAN,3,M,D,6,petrol,126,92.0,gray,M,0,weekday,6am - 12pm,12,646.3917233384232,0.0,0,0,0.0
11240,2,1|bld,2.8900000000000006,0.3516404,STNWG,1,F,E,2,dissel,162,80.0,gray,M,1,weekday,6am - 12pm,12,646.1269460698862,0.0,0,0,0.0
11241,4,2|val,5.78,0.096470993,STNWG,4,M,A,6,hybrid,192,55.0,black,M,1,weekday,6am - 12pm,12,649.6071126938656,0.0,0,0,0.0
11242,3,1|bld,5.140000000000001,0.665125425,STNWG,4,F,F,5,dissel,119,87.0,gray,M,0,weekday,12pm - 6pm,12,638.5328797047334,0.0,0,0,0.0
11243,1,1|bld,6.32,0.703570078,SUV,3,M,B,4,petrol,193,99.0,blue,S,0,weekday,6am - 12pm,12,646.1338864046667,0.0,0,0,0.0
11244,2,1|bld,6.33,0.893163222,SEDAN,3,M,D,3,petrol,133,81.0,gray,S,1,weekday,6am - 12pm,12,648.1066994719342,1.0,0,0,0.0
11245,1,1|bld,6.800000000000001,0.50703341,SEDAN,4,F,C,3,petrol,77,56.0,yellow,S,1,weekday,12am - 6 am,12,647.5450114806083,0.0,0,0,0.0
11246,3,1|bld,6.4,0.235493582,SUV,3,M,C,2,dissel,173,87.0,gray,S,0,weekday,12am - 6 am,12,647.3491267315922,0.0,0,0,0.0
11247,1,1|bld,4.66,0.537155102,STNWG,1,M,C,2,dissel,146,72.0,yellow,S,1,weekday,6am - 12pm,12,646.6284698438267,0.0,0,0,0.0
11248,2,1|bld,7.29,0.056338663,UTE,4,M,D,6,dissel,249,100.0,silver,S,0,weekday,6pm - 12am,6,647.7986092032852,0.0,0,0,0.0
11249,2,1|bld,5.91,0.20760732,SUV,2,M,C,5,petrol,153,71.0,gray,S,0,weekday,6am - 12pm,12,680.2483802808274,0.0,0,0,0.0
11250,4,2|val,5.680000000000001,0.235839212,STNWG,3,M,B,4,petrol,146,88.0,silver,S,0,weekday,6pm - 12am,12,654.113690844465,0.0,0,0,0.0
11251,2,1|bld,6.23,0.327495329,STNWG,4,F,F,3,petrol,135,105.0,yellow,M,1,weekday,6am - 12pm,12,647.9388513598094,0.0,0,0,0.0
11252,1,1|bld,4.710000000000001,0.969276082,STNWG,1,F,C,5,petrol,101,74.0,gray,M,1,weekday,6pm - 12am,12,638.5533882184002,1.0,0,0,0.0
11253,4,2|val,4.01,0.620475088,STNWG,2,M,A,2,hybrid,166,74.0,gray,M,1,weekday,6am - 12pm,12,638.4475377181203,0.0,0,0,0.0
11254,1,1|bld,6.53,0.741396569,SEDAN,2,M,B,3,petrol,124,65.0,gray,M,1,weekday,6am - 12pm,12,651.906774439129,0.0,0,0,0.0
11255,2,1|bld,2.71,0.452396832,STNWG,1,F,D,3,petrol,199,110.0,black,S,1,weekend,12pm - 6pm,12,648.825399447926,0.0,0,0,0.0
11256,1,1|bld,6.26,0.422287538,SEDAN,2,M,C,6,petrol,140,64.0,gray,M,1,weekday,6am - 12pm,12,641.8786337735146,0.0,0,0,0.0
11257,2,1|bld,5.99,0.160657628,TRUCK,4,F,A,5,dissel,346,66.0,white,M,1,weekday,12pm - 6pm,12,643.2604951367052,0.0,0,0,0.0
11258,4,2|val,6.25,0.0520773755,MIBUS,4,M,A,2,dissel,258,66.0,gray,M,0,weekday,12pm - 6pm,6,641.645410076568,0.0,0,0,0.0
11259,4,2|val,6.21,0.848684755,SEDAN,2,M,A,6,petrol,109,95.0,silver,S,1,weekend,6am - 12pm,12,646.8055737091187,0.0,0,0,0.0
11260,3,1|bld,5.98,0.971499343,MIBUS,4,F,E,4,dissel,255,80.0,white,S,0,weekday,12pm - 6pm,12,648.2034276552429,1.0,0,0,0.0
11261,4,2|val,6.09,0.20871474,SEDAN,1,F,A,2,petrol,70,67.0,blue,S,1,weekend,6am - 12pm,12,657.0570197450828,0.0,0,0,0.0
11262,3,1|bld,2.46,0.768811634,STNWG,1,M,A,2,petrol,111,78.0,green,M,1,weekday,12pm - 6pm,12,643.4764583552046,0.0,0,0,0.0
11263,3,1|bld,7.15,0.559303371,UTE,4,F,B,5,petrol,216,110.0,black,S,1,weekday,6pm - 12am,12,656.9297488287044,0.0,0,0,0.0
11264,1,1|bld,4.03,0.1099458905,STNWG,2,F,C,5,dissel,145,56.0,silver,S,1,weekday,6pm - 12am,6,663.3433723074393,0.0,0,0,0.0
11265,2,1|bld,5.71,0.170125284,SUV,2,M,C,3,dissel,156,108.0,silver,S,1,weekday,12pm - 6pm,6,671.7252466387877,0.0,0,0,0.0
11266,2,1|bld,6.44,0.971497376,SUV,3,M,A,3,petrol,156,61.0,green,S,0,weekday,6am - 12pm,12,652.3286941080037,1.0,0,0,0.0
11267,3,1|bld,5.890000000000001,0.864503418,STNWG,3,M,C,2,petrol,173,97.0,gray,M,1,weekday,6pm - 12am,12,639.6081043128283,1.0,0,0,0.0
11268,1,1|bld,5.48,0.131997588,SEDAN,1,M,A,1,hybrid,94,55.0,brown,S,1,weekday,12pm - 6pm,12,654.2880592158098,0.0,0,0,0.0
11269,3,1|bld,6.21,0.223055131,SEDAN,1,F,D,3,hybrid,140,62.0,gray,M,1,weekday,12pm - 6pm,12,651.8710395509523,0.0,0,0,0.0
11270,4,2|val,6.49,0.828556643,UTE,4,M,F,2,dissel,271,66.0,white,S,0,weekday,6am - 12pm,12,657.3621105029226,0.0,0,0,0.0
11271,3,1|bld,4.98,0.783914697,STNWG,3,F,E,1,electric,197,73.0,gray,S,1,weekday,6am - 12pm,12,648.3720462968213,0.0,0,0,0.0
11272,2,1|bld,5.1,0.245104612,SUV,2,M,C,5,petrol,164,65.0,blue,M,1,weekday,12pm - 6pm,12,660.2307555494648,0.0,0,0,0.0
11273,3,1|bld,6.09,0.3239710265,SUV,3,M,E,6,petrol,168,55.0,silver,M,1,weekday,6pm - 12am,6,653.8554198480741,0.0,0,0,0.0
11274,1,1|bld,6.0600000000000005,0.249050126,SUV,3,F,C,3,petrol,161,76.0,white,M,0,weekday,6am - 12pm,6,650.9374256469073,0.0,0,0,0.0
11275,1,1|bld,6.2,0.517633874,SUV,3,F,B,6,petrol,164,74.0,white,S,1,weekday,6am - 12pm,12,650.5298866910946,0.0,0,0,0.0
11276,3,1|bld,5.73,0.229680354,UTE,3,F,A,1,dissel,161,111.0,green,M,1,weekday,12pm - 6pm,12,650.9212245884979,0.0,0,0,0.0
11277,3,1|bld,6.19,0.62717169,SEDAN,1,M,A,4,petrol,105,66.0,black,S,1,weekend,12pm - 6pm,12,681.3489492181053,0.0,0,0,0.0
11278,3,1|bld,6.78,0.2129747085,SUV,3,M,C,4,hybrid,113,59.0,green,S,1,weekday,12pm - 6pm,6,640.433435851995,0.0,0,0,0.0
11279,2,1|bld,6.640000000000001,0.526128517,SEDAN,4,F,A,1,electric,74,77.0,black,S,0,weekend,6pm - 12am,12,653.8302528328563,0.0,0,0,0.0
11280,1,1|bld,6.1000000000000005,0.541885288,SEDAN,1,M,C,5,electric,145,87.0,black,S,1,weekday,12pm - 6pm,12,645.0432854295217,0.0,0,0,0.0
11281,3,1|bld,6.01,0.154354573,SUV,2,M,C,4,petrol,136,70.0,white,S,0,weekend,6am - 12pm,6,651.3061714849431,0.0,0,0,0.0
11282,1,1|bld,6.36,0.116975929,SEDAN,2,F,C,4,dissel,150,68.0,green,S,1,weekend,12pm - 6pm,12,645.8151250825539,0.0,0,0,0.0
11283,3,1|bld,-4.34,0.556021058,COUPE,1,M,A,5,hybrid,302,87.0,silver,M,0,weekday,12pm - 6pm,12,637.6236958213615,0.0,0,0,0.0
11284,2,1|bld,1.8399999999999999,0.163772338,SUV,2,M,C,4,hybrid,120,67.0,gray,S,1,weekday,12pm - 6pm,12,632.9171026673617,0.0,0,0,0.0
11285,2,1|bld,6.73,0.739255429,SEDAN,3,M,B,1,petrol,124,87.0,gray,S,0,weekday,12pm - 6pm,12,641.1168915696429,0.0,0,0,0.0
11286,1,1|bld,6.180000000000001,0.140048785,SEDAN,3,M,C,4,petrol,116,60.0,white,M,1,weekday,12pm - 6pm,6,639.4129475839795,0.0,0,0,0.0
11287,1,1|bld,6.61,0.494599515,SEDAN,3,M,C,2,petrol,82,55.0,blue,S,0,weekday,6pm - 12am,12,651.6457157200169,0.0,0,0,0.0
11288,4,2|val,6.470000000000001,0.249428492,HDTOP,4,F,C,4,petrol,215,67.0,brown,S,0,weekday,6am - 12pm,12,644.6006444143536,0.0,0,0,0.0
11289,2,1|bld,4.4,0.089477689,STNWG,3,M,F,2,dissel,170,90.0,black,M,0,weekday,12pm - 6pm,6,653.0485436611498,0.0,0,0,0.0
11290,1,1|bld,5.78,0.613226378,SUV,2,M,A,4,petrol,160,75.0,white,M,1,weekend,6pm - 12am,12,647.9341747106089,0.0,0,0,0.0
11291,4,2|val,7.180000000000001,0.743221742,SUV,4,F,A,4,hybrid,124,89.0,black,M,1,weekday,12pm - 6pm,12,644.0801233901387,0.0,0,0,0.0
11292,2,1|bld,4.44,0.501009357,STNWG,3,M,C,2,petrol,161,55.0,blue,M,0,weekday,12pm - 6pm,12,650.9323300051208,0.0,0,0,0.0
11293,1,1|bld,6.130000000000001,0.198249293,SEDAN,2,M,E,4,petrol,108,72.0,green,M,1,weekend,12pm - 6pm,12,647.3322369243601,0.0,0,0,0.0
11294,1,1|bld,6.19,0.186235989,SEDAN,1,M,B,4,petrol,87,69.0,gray,S,0,weekend,12pm - 6pm,12,644.868006350479,0.0,0,0,0.0
11295,2,1|bld,5.0600000000000005,0.273267929,UTE,3,F,C,2,petrol,244,72.0,gray,M,1,weekday,6am - 12pm,12,661.4519593363922,0.0,0,0,0.0
11296,4,2|val,5.800000000000001,0.190940951,HDTOP,3,F,D,6,dissel,267,86.0,red,S,0,weekday,12pm - 6pm,12,642.0808357690796,0.0,0,0,0.0
11297,1,1|bld,5.290000000000001,0.1407660675,STNWG,3,F,F,5,petrol,148,85.0,silver,M,1,weekday,12pm - 6pm,6,718.70346215666,0.0,0,0,0.0
11298,4,2|val,5.8100000000000005,0.354681472,UTE,4,F,D,1,petrol,233,83.0,gray,S,1,weekday,12am - 6 am,12,659.1298790727251,0.0,0,0,0.0
11299,4,2|val,6.140000000000001,0.278489973,HDTOP,4,M,E,3,electric,287,99.0,black,M,1,weekday,12pm - 6pm,12,658.8561917370646,0.0,0,0,0.0
11300,2,1|bld,5.75,0.376408102,SEDAN,2,M,D,4,petrol,117,102.0,white,M,0,weekend,6am - 12pm,12,640.6126910348764,0.0,0,0,0.0
11301,2,1|bld,5.48,0.241703403,SUV,2,M,B,2,dissel,169,74.0,black,M,1,weekday,6pm - 12am,12,648.1597747697808,0.0,0,0,0.0
11302,2,1|bld,5.470000000000001,0.472170499,SUV,2,F,C,1,petrol,190,110.0,green,S,1,weekday,12pm - 6pm,12,653.2790178344583,0.0,0,0,0.0
11303,4,2|val,7.1000000000000005,0.17945117,SUV,4,M,C,5,petrol,171,57.0,gray,S,1,weekend,6pm - 12am,6,642.6557229643246,0.0,0,0,0.0
11304,3,1|bld,5.7,0.33237002,SUV,2,F,A,4,electric,151,90.0,red,S,1,weekday,12pm - 6pm,6,641.3059050179933,0.0,0,0,0.0
11305,1,1|bld,5.5200000000000005,0.243126322,UTE,2,M,B,2,petrol,163,80.0,gray,S,1,weekend,6am - 12pm,12,653.4791085754675,0.0,0,0,0.0
11306,2,1|bld,4.58,0.324707506,STNWG,1,F,D,4,dissel,148,55.0,red,S,0,weekday,6pm - 12am,12,673.2559637232889,0.0,0,0,0.0
11307,1,1|bld,5.5,0.249979175,STNWG,3,F,C,6,petrol,173,116.0,black,M,1,weekday,6am - 12pm,12,663.6940484040111,0.0,0,0,0.0
11308,4,2|val,6.28,0.231729965,SEDAN,1,F,C,4,petrol,87,93.0,gray,S,1,weekday,12pm - 6pm,12,643.4003408119606,0.0,0,0,0.0
11309,1,1|bld,5.73,0.4819080075,SUV,2,M,B,4,petrol,116,88.0,brown,M,0,weekday,12pm - 6pm,6,645.8092480633701,1.0,0,0,0.0
11310,3,1|bld,6.15,0.057704106,UTE,3,F,C,5,hybrid,246,88.0,black,M,0,weekday,6am - 12pm,12,646.3066352424908,0.0,0,0,0.0
11311,4,2|val,5.59,0.3094277095,SEDAN,2,F,E,6,petrol,80,72.0,black,S,0,weekday,6am - 12pm,6,680.0753936161155,0.0,0,0,0.0
11312,4,2|val,5.67,0.668383069,SEDAN,1,M,C,1,petrol,74,70.0,gray,M,1,weekday,6am - 12pm,12,651.4566025493281,0.0,0,0,0.0
11313,3,1|bld,6.15,0.293224394,SUV,3,M,C,6,petrol,195,77.0,green,S,0,weekday,12am - 6 am,12,649.5006072004828,0.0,0,0,0.0
11314,2,1|bld,6.84,0.125088497,TRUCK,4,F,B,4,dissel,303,85.0,green,S,1,weekday,6pm - 12am,6,640.8472968201421,0.0,0,0,0.0
11315,2,1|bld,5.5600000000000005,0.0965060365,SUV,1,M,D,3,dissel,162,129.0,blue,S,1,weekday,6pm - 12am,6,643.0470410212849,0.0,0,0,0.0
11316,4,2|val,5.800000000000001,0.2692215265,SEDAN,2,M,D,6,petrol,108,65.0,silver,S,1,weekday,12pm - 6pm,6,656.3986285782994,0.0,0,0,0.0
11317,1,1|bld,6.48,0.42223221,SEDAN,3,F,C,2,hybrid,72,55.0,gray,S,1,weekday,12pm - 6pm,12,643.2126799726076,0.0,0,0,0.0
11318,1,1|bld,3.0100000000000007,0.309920671,UTE,1,F,B,2,petrol,199,64.0,gray,S,1,weekend,12pm - 6pm,12,653.6792289184621,0.0,0,0,0.0
